,Class,"1,7-Dimethyluric acid",16alpha-hydroxydehydroepiandrosterone 3-sulfate,"3a,7a-Dihydroxycholanoic acid","3beta,7alpha-Dihydroxy-5-cholestenoate",3-Hydroxyvaleric acid,3-Indoxyl sulphate,3-oxopalmitic acid,4-Hydroxybutyric acid (GHB),5a-Dihydrotestosterone sulfate,5-Hydroxy-DL-tryptophan,5-hydroxyisouric acid,Ac-Ala-OH,Aminoadipic acid,Androsterone sulfate,Arachidonic acid,Aspartylglucosamine,Bilirubin,Caproylglycine,Cortisone,D-(+)-Glucose,D(+)-Phenyllactic acid,Deoxycholic Acid,Deoxyguanosine diphosphate (dGDP),dl-3-Indolelactic acid,DL-Lactic Acid,DL-Tryptophan,D-Tyrosine,Glycochenodeoxycholic acid,Glycocholic acid,Gly-His,Hypoxanthin,Isocitric acid,L-(-)-Threonine,L-(+)-Alanine,Linoleamide,L-Phenylalanine,Malondialdehyde,Myristoleic acid,N-2-Acetyl-L-ornithine,N-Phenylacetylglutamine,Oleic Acid,Palmitic Acid,Palmitoleic acid,palmitoleoyl ethanolamide,Pseudouridine,Taurochenodeoxycholic Acid,Taurohyocholic acid,Testosterone sulfate,tyr-thr,Uric Acid,Urocanic acid,β-Estradiol
CTRL01_00 (F247),CTRL,157408.912693061,1606296.70314615,478776.000962061,301127.358465894,2493770.34920117,7242125.72499494,1020429.99015552,16627122.0330718,10830555.1356709,254989.601227563,1166743.20186677,864484.890485618,450343.983916463,1161456.8784897,9359868.85493015,58353.5940106077,231501.106711347,1369729.51110604,417422.641110563,16032572.9075022,634911.267822183,69521.5945634787,135068.623375478,1007060.28536648,289027852.463999,37783071.0917452,28571540.9866815,224140.453025719,226857.546871688,551172.508854818,10887425.1328174,69332366.6291034,6316878.57914147,3678451.33471563,2535020.43138456,19417891.0746837,3304679.05552923,20853873.857748,226758.803256833,6212329.85208554,111280334.955845,71029099.6374872,55963951.005002,810776.789263369,2721498.14986401,909229.651780245,16672.3363695515,1094915.48923501,92368.6237189671,50811515.2973868,476705.119930704,344245.070980872
CTRL02_00 (F249),CTRL,882093.132391926,5103417.4881854,670205.650892249,637402.524150592,2129602.121236,2838434.33835581,979965.283626382,14058986.73975,670317.356310782,125868.36361674,978191.221083892,813930.401431051,328070.862785425,165806.199162447,8224703.65799946,84859.8629338639,267398.666004217,833694.544248601,450991.535796588,27507626.7017572,621561.047365216,1157652.04925122,38213.0239884329,1210492.72798248,219255053.581787,43467397.5019423,15451054.2028033,4763506.50408193,2493617.21957463,757505.199431099,1079281.28806693,17288082.7113194,3997558.7862987,4320385.25693705,2498343.08693776,10181022.2889095,5858341.49481803,3759082.19256354,64819.3233874522,671015.376827811,78014860.6930002,62104137.3855039,15038768.7299869,3370799.81275386,1660310.86562209,670935.323724286,256627.451219057,6893927.87123319,75208.5131847623,41427123.5505273,312073.02310138,333656.08479342
CTRL03_00 (F250),CTRL,908278.065542617,1004764.32413202,432161.111951867,325565.124358885,2472801.33076506,13544337.530868,1281824.27853446,13861580.5684998,1534655.70279584,242174.039193326,675376.049446875,1003735.86352414,374248.557770113,268553.545253025,5452998.26600978,181448.137042854,92627.3778280158,769942.148265273,313311.531289436,41338714.2824028,481946.304805835,465635.070182307,40683.5946670104,1044497.76971514,244432091.858107,60384696.6378602,37566574.3660222,1579921.95708973,852127.49635729,2441012.52253523,1389556.26018392,16082817.582113,6819588.48805867,4139001.03068243,2628140.33974877,18949998.7687776,8232452.28815,10240269.5862703,218127.65434922,9804162.44872801,66132261.2926041,57943607.072263,25672004.0051387,426145.601494429,2676239.6126722,519041.049866795,11048.277672449,4129807.4894804,127856.697130847,33646278.8929781,354643.83321816,225916.494188639
CTRL04_00 (F251),CTRL,194953.355586234,660479.921228374,1236982.89770341,482845.718343204,2540980.18307248,4674534.38637196,1049744.49234952,8064174.70055903,1511719.91028161,301762.748286939,747483.236256183,170909.570411106,142951.984833532,405690.979016066,4269912.52598253,200386.428728551,565469.436971713,729523.741049926,340707.034230055,38364105.6153823,2498350.37448191,183635.898498449,655130.557728164,1339183.46044072,153691099.586467,64218970.1117651,51058841.0877635,5525851.7597947,4265259.47283822,310363.455815702,374302.714143614,55459275.8435507,7560377.04051508,5779688.24863986,152762.032502603,21638934.1680674,7581994.46715468,1982596.81812864,109380.424213502,4364720.70514205,49892640.5431534,50676272.5782274,5526021.288499,39834.7493332122,1569825.47240626,6566628.99648243,469316.267158941,4228682.02377191,89148.4702934877,34887896.8157443,2150280.21870086,173879.233415947
CTRL05_00 (F253),CTRL,302714.887309366,435455.725820096,699452.145777483,694927.807520519,1385899.70401782,3020989.6285676,925359.289446431,7204698.37667141,6000390.23238772,508256.2971931,600077.712617488,105785.875995405,67946.0779250427,2051060.71819846,9703527.65964755,115592.208078587,227437.200570921,1009381.90214396,358602.111330378,27514478.841712,531415.42472648,767941.61731885,2376037.85003641,1308158.52165189,178724321.674711,60560241.4460467,24838647.6999537,887898.478594617,1086091.26927781,456565.976045002,473033.460751274,29279423.651004,4805849.61877623,3529013.52696736,32800.6815546492,21247641.7148318,6055692.76153272,7980383.28122819,88107.1152483078,2457254.03061624,75342414.5397673,67486638.3516226,28467876.7677281,34162.7947612625,1207295.28781477,232175.545646619,42027.5612174906,9218172.78751408,171319.619120244,32020692.8187305,629330.27130152,151544.120706709
CTRL06_00 (F255),CTRL,307304.560264479,1486977.2804042,491488.361483761,724565.746348211,1763740.05110733,9601830.98450281,1040398.4638504,7564531.26995235,2189655.09283699,385429.929790919,614342.798495542,283392.762626113,168481.694770069,616251.335979527,4567376.72690807,123470.972048036,103711.568466092,811071.89647898,605777.482822755,36999728.9516066,645990.235432465,2285232.67711782,771995.878907886,812736.405017484,123291497.797597,52623331.226882,29484463.2480155,3091598.17762198,1560854.9734108,486994.25157626,347776.143326041,65521157.7534508,4840959.40976648,4355657.1463181,27370.9489257989,17205307.8698873,6560484.92485633,4763655.56688906,162476.49863152,3333249.49792197,61090990.1095014,56256752.7981049,14616128.9625016,29319.3112964467,1659653.96059649,655616.584142404,251174.744682391,4136003.1280139,100845.44750886,32314905.5718778,410469.316199415,253554.606455741
CTRL07_00 (F256),CTRL,390234.897339722,4487608.21344267,1284603.46268498,544280.85712427,1527487.51413981,3589713.42274924,1180040.111426,7355417.05738194,1609196.40827738,221990.15015075,894694.555831241,264722.214306276,180533.280667842,429105.995940595,8520370.57771066,87786.8233217704,167063.486169678,1194376.33139341,403037.819901515,36121545.4342162,287199.691402573,995596.258230925,6657116.15069267,901825.766126866,160776072.162259,36481335.0322188,17558500.5764276,1153264.04815296,789586.041724743,732524.260449479,981301.18283473,66455892.6925261,4570022.55696262,4196607.32619515,26582.7301675503,9685684.6887705,6549142.70912223,2782788.15445236,182202.273584332,1197308.45983382,50968191.917693,47349958.0402417,9537338.2145041,27527.1225290949,1563312.80492802,177461.240126067,267196.849373968,6183323.840146,87148.732032245,40715850.1943941,624480.890580211,206432.851367319
CTRL08_00 (F257),CTRL,304306.40596785,1897423.84690552,734209.090698655,593206.915110898,1336591.20552252,7260736.34257688,1081943.26114116,8914566.26466137,3912635.23956987,394805.402679133,630421.84735245,350604.479846818,174265.797279904,908255.752815802,6842999.20607523,127183.245395358,111157.616898293,966403.98386424,463827.673896123,27311813.3103193,302239.368643107,1377418.34473481,905691.608717596,1250085.8793533,104527419.955886,52907859.9677215,27772452.4382985,949241.652762554,2155704.90304253,359474.076880821,342169.290685056,54217449.9749285,5889666.34840525,4924913.83790013,322361.933277945,11729569.070937,5358274.94101765,8857437.89153608,190929.729785253,1902756.04296317,91808082.0933748,70450798.4370553,33900158.8301896,32086.2050065005,1275062.8153636,208112.979603425,163004.568027803,11576461.0650997,156699.565148116,29281932.6859875,343066.001581709,379758.608070178
CTRL09_00 (F258),CTRL,1338242.38306312,2463015.14675777,1657478.47616589,385174.853072217,1928262.03266918,3146492.12227578,1085385.0847779,9527627.06399765,2178609.90455738,395028.151225893,535649.121028274,197806.899991107,97087.8813862272,382040.259948309,5565608.76703259,164073.547782523,172999.995129097,678953.050667269,263289.622888471,38843373.2121363,483593.257147777,724706.243187796,1127825.13904163,1044110.45481253,112944437.476974,45008492.9755761,34480377.6769882,2442559.66938154,2150449.69751888,1639123.10196083,474808.47193693,66267860.2559156,7846424.64886168,4060657.26391289,30637.5967950352,26317054.2454454,7004072.72230708,2660925.25416773,85228.7332548137,869070.494254846,87005984.6545107,75371747.0189379,18646117.5147833,31102.2771383785,1269584.51013081,978649.569053833,169326.568804551,11966681.5187982,134598.643307455,25306761.9024331,942720.098989337,243605.616889934
CTRL10 (F259),CTRL,10934.2078054948,1411218.62326095,279285.149147056,607428.55213011,1017527.5069471,2490064.90368506,790652.318008408,5171838.65152584,3141508.41706074,181226.509240706,413207.731350778,189041.061448306,108398.790498283,606649.442542738,6392807.63119754,123620.180122112,184502.934696975,776294.634193411,343752.605277521,30510962.3090151,591148.866356379,852864.64436786,469148.315471753,794601.162595395,142392326.18797,28472777.1245631,23274695.3112797,1416219.69618502,1158766.07794322,278184.695110825,240817.337199523,49762307.9590304,5520657.31646511,4994437.95605754,50833.3212633538,10312149.606851,6108855.96822733,5358732.03319276,156835.880815388,853511.850320724,75150251.9407467,73417226.2621447,24428282.6818506,20852.4453829778,1125970.85857271,556346.527639966,145115.385954285,13022115.2097173,58961.8862144248,19864923.8165099,1088432.33185717,425756.079293862
CTRL11 (F260),CTRL,846527.82016255,2114622.35700398,647511.386007669,422482.738557651,2042848.92764085,13867734.0113362,1058593.80417343,13306360.6917965,3671639.80850998,344439.584773484,258764.484807219,211557.889231175,143885.750220781,518451.294199234,17304134.3900053,172019.417539556,652815.379700099,2673909.55014662,644579.397174399,36625676.2059172,498630.708570149,1905631.50692109,530830.815818478,1003299.56099343,156919740.450427,45505175.818243,28207185.5851106,1688091.97322951,1464790.70096597,1204387.94337766,460308.158864377,55681055.9227917,7569230.52062506,4522980.69143318,906261.137831198,13399450.5725317,6173634.50789086,18519890.6187856,100963.626434904,5966695.43243735,105723448.663383,82929865.7233237,81101203.9491756,1241931.82287001,1651278.21937014,160436.372108252,19902.8130442376,6585077.92290954,108594.039927644,16746216.8879037,298658.387862203,316563.194107962
CTRL12 (F261),CTRL,125740.319371321,2185540.34344105,1099658.5480395,476853.959725576,2020740.10772614,9635233.41904567,881878.223101446,6987737.82150253,799304.475218482,440615.200371384,727900.746027007,335946.744142828,176811.677211324,244982.820789803,10134900.8078634,219747.188108168,200917.786432437,1351447.20550961,329168.951193443,49717259.9714582,394431.006593953,1644596.11963193,137693.814208786,1427977.7537564,113312032.646314,53546789.8862718,22237486.0777391,1380438.21717157,601567.70650712,117370.50131305,432444.411188443,59958390.3238015,5156337.11730129,4137692.37770655,511266.307200229,15126733.3880138,9103309.26826842,6842717.67596199,129533.574778065,3342041.46457325,81147740.399043,75916318.7668148,23638565.6561656,581074.386960426,1855229.00701223,371187.669208802,287548.644206214,5564232.36505799,131173.965294665,34130464.728165,651835.378347992,136952.026642599
CTRL13 (F262),CTRL,236749.660082835,1397371.06457674,1245814.09470911,460672.075116952,1444526.65074497,8106147.99530052,1289832.08983702,6029635.22195715,4544711.6846373,239058.20578874,847380.795244891,412914.337364527,231606.706414108,1050567.84711528,9099597.77333319,181886.589553512,126487.841549243,3354464.88562789,459498.646828757,34412265.7013142,459657.508112865,491714.090629453,534009.629198194,913122.289044429,97424822.667231,43368685.9931212,26424904.1834356,1948391.36485293,1584182.34842912,506345.060189684,292221.272841468,32261574.7888982,7262396.18219581,3845348.5730448,393669.05489161,13725616.0754821,6834836.11276044,5896067.19275597,170538.278521135,4010144.5248641,80966315.3022888,71786968.255985,32976029.8612648,767783.250606643,1675322.24115564,793108.555216085,173937.270447983,7660128.12811151,80032.7907352317,35547069.2525912,413450.958035675,195970.11588607
CTRL14 (F263),CTRL,226761.892771079,912205.255481778,1093513.29976739,310896.964724656,2857304.20779074,3699401.70173443,1028524.89896556,22320211.4603734,1987368.90463123,229297.043976897,768357.214558712,433461.458061088,222906.533920591,647364.011259486,10232381.153772,257689.450952968,791682.495965188,2205236.16155184,428262.708031868,39731756.8933631,662209.084392773,461727.760359739,113686.265263104,2101970.74751632,132795096.186911,49590786.7598137,44769350.5422535,1716224.91074376,763540.653267115,390644.932636822,360979.94547409,77368055.920293,10686305.6649332,5255174.31807234,825846.539679237,15644619.5181969,6725935.30020622,9333738.85350137,240822.408142815,3828092.41538425,106107464.489523,85156280.4568833,50239762.61571,1302283.69672294,1822907.91857345,1808718.75964623,324363.226662708,2857153.29395584,180504.588294243,35705853.0747306,597184.12580671,277549.078230937
CTRL15 (F264),CTRL,415860.331830601,5750968.6235094,469319.11547097,660040.11706646,1426644.7249216,5240185.57692061,1112625.57320201,8831827.1573087,784899.059065995,292072.740745406,716583.811408936,274670.667079248,189329.51110496,318617.98805694,5998068.45362348,148542.403883877,304578.109512004,2230715.25621377,364136.842663976,33644302.2900345,349704.306534701,730972.463762515,294296.09438289,773522.356712728,122903672.827948,36618342.6750859,20494228.730956,1324180.15834389,969967.914315886,743349.695165213,1268369.28648078,72576974.0825007,5538617.79441497,4675348.83326445,177160.43498629,13039875.1122229,6717642.38623265,4812947.4794081,67777.0511886522,1539764.7238843,74431224.6579815,63975208.5900562,24298330.6128431,616516.188612483,1497881.63934291,1076679.30931458,700377.409439202,7109509.21753074,129747.051378962,34746855.7268002,368133.253536808,224273.821127434
CTRL16 (F265),CTRL,239938.265038072,1957894.31223958,655083.488287313,518143.603178872,1719041.02629721,6187149.90125166,1030884.80172348,12629777.2094434,5642003.16435519,212797.386842449,450186.503054766,273517.809843207,131875.675504415,1705444.47479479,9893077.55157525,250069.232288467,261046.449683457,1646838.01195279,421140.66078498,45405675.0441327,717719.124481117,219169.401857266,346683.953838766,880081.07743472,145658881.475373,50612949.1369811,39499658.7652155,6026259.28012445,6896320.93747382,538408.372198987,314915.33535438,78501542.8080797,7233078.85607451,4505349.10120428,621780.880330324,16884197.6599878,8503337.05813338,11986292.7559501,89315.393775426,2968836.9820462,92141746.6441227,79806362.7939337,31369002.6167066,723850.725296937,1306947.49783988,3354018.17694779,126278.515181306,8842669.39812885,88806.4970524104,23125659.4564639,354297.125313347,183011.369669491
CTRL17 (F266),CTRL,902099.162762598,1025046.49688243,925435.670536329,259084.045901124,1938336.7971251,6993970.83251538,1104286.03991006,15100452.9689017,1336651.35139876,224567.2162032,517270.983253789,176009.395576843,132140.027521458,339050.403586882,10266967.9329824,238950.04952916,342951.890335152,2139722.27321351,467938.067104881,48586574.5348896,807751.158598988,1295608.72124482,585736.978855409,1040213.69492447,159560800.688999,48516122.9743419,26194492.0874677,4419036.67775588,2844916.94376966,1003379.72878126,538773.973150948,85857889.9734301,5871073.32759325,4215697.62075983,1377950.42998106,17145093.10189,9006848.57557531,11934858.5048325,79918.910426933,6645305.12228733,119364256.136782,96767151.0324409,29473352.5164257,1647158.34705215,1518367.87545533,679519.055161458,141093.984401559,5196092.01504229,102947.663188134,28265916.3944894,730006.537885543,233448.066774719
CTRL18 (F267),CTRL,494090.167585792,824447.62233424,813029.077166372,232030.055756752,1431800.12614469,5787312.21403306,1016798.86276375,7389999.16741382,1853209.063262,290293.884640086,440300.046078803,234960.350698416,127587.406373876,434185.946400543,9050714.07158584,216962.980436258,197186.472410734,1770856.31504687,420919.513829985,40337899.1957516,558183.542253227,1382095.30532132,260099.617497319,1088354.34549074,123129045.671071,43270125.6906688,26467820.5875484,4259960.17728371,3972583.34612045,496728.413228085,621234.431127601,47079264.5619091,7323852.89530938,3321379.05265247,551351.311032663,10907132.0061888,6965499.64481657,6776012.91630102,69186.4044777406,2538517.75720612,87247071.4103067,72527889.4724393,31926651.5232846,902282.572994724,1208527.90702078,657440.917440543,61019.9302559668,5251224.38470802,100646.42934672,25451619.6764065,604080.414278989,123457.704150648
CTRL19 (F268),CTRL,398187.021607819,2222585.74092288,1210882.26773247,537221.917709078,1720636.99303862,4380704.95358948,901080.563620833,16351082.6343802,1335597.88425354,363926.327933649,604181.124784215,334582.100686088,174708.223589005,723443.02864875,10162745.7681424,165265.428034033,363957.191374033,2026246.31268484,259549.248937783,29597291.7859268,871652.252990868,713547.776733861,212035.89681403,748764.968452036,102742086.963237,50152974.9304178,19953240.3595263,3329938.87709714,2184900.07542999,503075.473985338,115316.431510947,81458446.6982857,4923605.27090814,3098323.53613518,1240687.6159832,13250692.1562894,5675131.75825149,9949625.81609434,355651.62121429,1979220.83344756,113248919.274969,95235755.5253185,46125214.5704399,747135.580088576,1368182.16446665,1074940.12732134,246617.829181629,16384434.50909,160111.016616599,27719848.0849037,257373.281969921,175655.170862915
CTRL20 (F269),CTRL,437613.766145061,2063637.79536808,1276238.82751113,796177.887793971,1401661.26552392,5284243.81065857,510021.589078821,12056402.1392782,1229379.00409867,344718.954843547,629764.557823112,279583.005408432,142564.66880275,464078.029039045,12134175.8580816,221862.502335407,301258.239230098,2193961.67897914,302433.20442941,42202699.6949616,447519.322256572,835273.700618183,535155.187134976,695527.060791358,219471398.191641,46603724.1143724,15785623.2727769,863286.451146157,241445.675684649,429298.086152724,597526.608830483,62041976.9307808,6215580.19396235,3367654.45603594,731932.579674228,10328985.2268592,8141658.8007053,3989592.53643186,81090.7490214487,3536216.09395218,97152202.8030758,79867314.9260103,33865289.779259,920242.801148654,1425305.75949156,135823.274814208,112709.931348163,11733188.5500486,121127.37914127,30530201.9859856,484057.588055786,146463.336287658
CTRL21 (F270),CTRL,569080.719943323,2044587.69023482,506134.592034968,247915.923750087,1242971.30568299,6734223.38374918,845578.148479988,9700485.82677555,385352.42665159,319512.078487369,594070.847116149,684523.12667029,281199.060702736,125697.904824604,5247703.24209635,235143.162081541,130432.652861252,1415581.86736014,207686.013523323,42513268.8911303,891860.284573405,529079.673623361,163959.994960839,1066166.16935037,115151294.332128,46395955.7730158,27644922.9291398,922129.557785302,645584.086142346,481057.368302787,1748138.69603054,62733688.025995,8028081.53599543,4523022.29136874,764188.639433406,18427596.2634802,8422613.80119565,2084259.0015946,311697.778812845,2945833.30892736,65552304.9801959,62723628.3994626,8635678.10900662,869877.835011192,1483395.85865564,370347.551526922,88756.7223307347,4974194.17186209,160049.553629983,30161344.6962387,795722.718543444,78450.7045618117
CTRL22 (F271),CTRL,8136.72842090197,1451021.13994226,919183.965487131,395084.454462957,1770249.97644891,7399611.51247647,644210.019214062,5996159.48198872,2682463.66742052,269516.040764114,560156.796559462,650608.728183842,273240.026582359,681443.029614212,7651187.13862941,233916.796256523,311788.396020507,1110849.3596401,344336.887943388,35106058.4087813,393596.225856234,548580.277980312,307250.469492903,881865.225772354,123446527.407145,55029773.5665591,24116246.1235044,1163956.4454851,583347.529727122,297829.848462533,2881461.27010939,56715211.1165351,7110308.89790242,4099983.34235841,772384.451553455,12662775.1421907,7255245.32862619,1886019.8823279,86048.7529432404,2306157.84706119,67671089.4711166,61796586.5317337,14867442.9429227,763120.478375381,1544803.82354857,181243.995073469,42320.1445060256,9254249.18798572,89586.4962294585,29197319.0342415,746447.338855823,182955.546969597
CTRL23 (F272),CTRL,10109.1694568817,1625968.48712701,1307395.06704314,811454.650620542,1689397.38621757,2968437.12002776,699713.70185452,6504736.27349365,557237.018514723,255782.354921412,851937.465787133,820126.093893253,383070.162294926,163257.943312144,13629409.6539071,304123.741880652,324429.242918417,1291522.11391007,601141.354907175,42546396.6305885,352759.617600806,111901.378314422,252099.52564728,1158968.13317156,184357874.573187,48081122.6953435,26131334.1651121,4341340.33822714,5355453.1413845,387719.513232125,753648.287876466,72190551.0941653,6650725.20668328,5329187.63751225,1187124.93434053,14541282.9246404,8520367.35786082,1812974.68779063,315536.768208676,1183122.10397289,93853143.3275342,101352525.132903,27859066.2437941,866526.300101666,1818711.89002141,3550382.80071239,679466.118160936,2874961.04828813,74446.5288436376,41467531.6294781,381893.549966799,223496.353075025
CTRL24 (F273),CTRL,52125.2306223263,3112172.97991108,890303.005200478,432537.276263201,2305643.31089005,6428954.26850639,870132.775906709,12184017.5436239,4364589.48141891,448676.413864061,704266.243504171,622205.683680596,261367.173753549,1324276.69895381,10703271.2242419,366828.628788231,1045430.45208806,1150746.45262252,432160.877666142,37114739.8167659,916243.652021869,606815.938493357,478339.059470635,975477.384667053,108541306.825811,67826751.8275844,46969535.1466883,1300814.79096601,753566.2617784,417498.847816502,279855.172881563,74974210.6887326,11763193.9502057,4256127.78414547,863716.353472139,21431462.1156408,6061535.68793102,14982473.5900916,183542.649358516,3215512.09086962,117024881.472111,89993312.0837963,85163701.9882694,489082.006096296,1466762.25425317,467211.862737684,72158.2849440124,18148251.4342459,125245.399618022,36144902.6875648,383072.343447866,177261.091181764
CTRL25 (F274),CTRL,255390.868118349,2021682.63278354,891150.685573763,964642.123208775,1646417.22021191,5985620.34823048,968205.330619619,16790892.3629134,4606217.89589021,320147.804638817,598265.899400454,835677.623115507,431019.210329196,1011109.13212447,16051008.994969,252716.43626705,255270.407171389,995990.789465131,455868.930946695,48047642.4706792,487970.874134112,2669237.93494912,206001.19642047,975943.653387102,158849396.844144,53192872.8394488,30473341.9310931,1741887.94709805,941866.291584561,548686.971920285,1429369.4316451,100572686.844337,7401443.01537545,4577414.06528428,1072163.48995224,13983551.4488262,9086134.72660686,11815881.4724137,174471.571642048,1494995.54137541,121187256.23002,98385606.2067159,65375208.2150716,711408.972916711,1892990.51127008,388989.397273472,209303.562745669,3371401.90772002,129616.087439724,31130460.4715021,478495.106836139,273242.12387291
CTRL26 (F275),CTRL,431939.944247064,1739638.24171934,1607278.68616649,352603.482153404,1229121.10224813,6115133.55256456,852760.846470788,8409541.47416018,1627737.61005179,320343.150115322,574569.308218476,634204.696267604,269888.946151606,548816.324474353,10371805.410918,175719.473388465,559517.683028824,1292575.0760163,331936.380745513,29151343.9384622,504917.798834726,860061.830399946,246120.336815996,1236335.83813609,221164059.038552,45737475.2225221,26688272.072545,1586479.43956122,214346.352736586,527210.315823218,1711025.98634466,82668375.6638699,5062521.47752457,3165556.54248396,1095529.51209063,16682405.0534932,5950184.4445493,5215137.53228803,95501.9658373775,4090373.86847137,91991630.2961679,72642842.4024077,33923202.1549106,654171.668771787,1086573.87333798,209436.99304767,67782.5013153295,2586542.94939891,125987.695728791,32012520.9681898,956475.004880516,71192.4069841349
CTRL27 (F276),CTRL,833942.974626477,1093747.75861053,1364193.48765307,467507.052246322,1228098.90982035,11777466.4383469,881192.666829512,8786213.32170785,1719127.61206767,533097.923805093,771531.935908011,825686.534064978,402384.105149987,550531.929715345,6593916.38092427,369819.684048317,279543.403461819,1212137.96178075,344115.993942229,45405988.8833056,716175.335682523,833588.022614082,273187.753528468,1365380.70173276,132168652.597936,66755028.4431036,45354497.0283461,2607796.12657462,1625672.80049033,821608.76853304,1129367.857145,79069659.0098869,9256805.57452187,5774029.19243834,748359.651759069,27261356.3017374,8763248.93469739,8246299.03748438,267724.928779906,3155600.98262491,88264547.9360784,78126798.5077519,29214989.6592002,1075201.82977212,1624971.74625165,859025.929823247,95405.2913607925,7105550.00517534,175119.815006454,38737699.8453053,668441.637585327,106757.440781245
CTRL28 (F277),CTRL,113957.473424519,1014793.55212299,1422190.53913909,523485.434777561,1434558.48216388,10202524.8923961,971770.659939276,15970305.791911,2437358.49963341,774745.307478555,621472.222388063,660844.780930332,369972.896208615,667577.302041942,14503894.2323925,362310.243061019,366266.410366666,1475046.88210871,251206.466748827,40615497.468624,559248.429029103,3921944.70933225,345644.235881151,1456766.67111378,122655620.088675,80364332.0149169,51179736.9996503,6583117.39297277,2256279.12102883,434883.281120243,619464.544167504,87530382.7906565,7319583.12028037,4398118.90766621,868733.98662133,23820517.3745595,8096395.36965868,5034905.70551677,298195.423000955,2966872.59102836,115548629.736015,94129545.9974773,44230331.414005,569278.781653856,1650397.86149846,1196992.16736224,236171.137022156,6605405.21495892,298215.73845736,31858459.0684669,1350281.37947812,57038.2899390702
CTRL29 (F278),CTRL,10239.886304678,3113513.66312279,1133148.12269218,1833618.05732483,1895760.27918867,6839578.69553673,904013.64707582,17414152.539459,298747.105547981,301527.357203577,433881.270562143,576590.286918535,300010.305581204,122417.505421468,23403251.0139046,233171.850882421,354672.537291092,1354467.04265567,295484.49550703,41261985.3462652,465018.085213612,609415.088174857,130427.168985628,633558.12980249,115734742.67334,40075014.4110616,23343157.5567236,3432693.06505625,1214160.26222411,386726.985063116,2334593.28387288,97092956.7994982,4470716.26486035,3193309.4151066,891048.748229661,13022758.2947186,7279302.5000515,20879288.4913867,110212.167746186,3201923.73564255,134923253.617138,100799577.206998,133399701.897182,1334190.59288203,1431436.8188484,439490.62415716,243723.066062934,5039535.40947675,88415.2781318989,23604171.6376562,1190583.44073035,14530.9376601937
CTRL30 (F279),CTRL,62710.786595299,2825490.61784283,681112.691750716,513136.380946958,1392395.92361492,3448764.59156661,840074.701362839,9675806.14047176,3709871.91232598,425736.331357412,587031.340880129,644493.603347245,304151.198591947,784822.278499809,11672563.8261869,318013.324397938,131127.222826992,1478193.99544327,412413.507739677,40319067.2018281,497460.405901571,869905.397139455,372101.626955031,934313.976428445,112186794.899589,78861617.7956714,37872752.4579503,6696660.60784873,5064455.96085378,152811.686651076,573220.474508094,82387788.3633626,9588407.07938502,4889183.58208715,896591.973029569,20887426.6598108,8257315.36192588,3822854.51901223,122981.565196198,1055832.53217992,82289526.2075853,69798462.2153593,30822100.9318835,968106.751137947,1252073.11120894,3163745.47295908,349953.475364042,15758555.6399594,99913.1908206352,31713367.9215233,464169.298846082,135983.585316112
CTRL31 (F280),CTRL,215217.865809175,2412893.02678938,1714519.8978503,636171.466711361,807787.020445414,8996018.907196,1235275.68660636,7758337.68270156,1009218.45915795,347417.868377444,400100.120691576,421639.869877386,253241.032296959,326452.828804747,5585458.03068663,177520.543358927,215201.314769667,1456099.51251568,175276.24140263,31720929.9666587,784466.060843259,1052756.01451778,317365.4336775,740013.64656097,114426874.553949,36887227.0191784,15228131.0062223,1976796.74099196,548895.626734272,899944.307182486,304249.627906508,73996654.6078895,3235852.78723079,3741967.24562149,216499.986974045,18747765.7914032,6674484.91547536,1568869.88203151,101158.188699271,3142804.67671979,51607978.0677603,61229819.1678499,5681763.59475414,380274.384192212,902037.275044837,217441.534907294,104026.39467227,11258727.7319904,110399.591602441,22655049.5281659,939150.24910551,8138.21243512762
CTRL32 (F281),CTRL,55904.1988468941,883096.884302346,1246825.15764499,217408.243482263,1010574.46599169,7227906.11743593,1057813.52561873,6594748.76272212,1370661.68045315,215719.619666843,265467.039161331,715897.366932531,329691.410043574,405318.633752758,7554481.1294139,302007.501320452,938112.967679609,1218752.7699726,208981.775197426,33169303.0713748,580211.996746139,1305251.87247295,174970.709947413,1205169.2756221,246769199.345914,54446015.0636303,29551441.0393251,2441966.32558647,1463953.93186417,302768.158227679,286231.003545668,92166124.0037831,6024402.01743973,3159995.77111301,549046.684910753,16304262.9639865,6639902.02831771,962795.607665214,96085.3264302877,3999916.99782708,65081326.2519624,61947089.0474511,7832404.73448306,699466.796984825,1074844.57001136,639712.106789162,252405.635373656,3966351.0991669,45441.4119806023,17363666.1277162,276967.703034415,55675.2845265521
