,Class,"1,7-Dimethyluric acid",16alpha-hydroxydehydroepiandrosterone 3-sulfate,"3a,7a-Dihydroxycholanoic acid","3beta,7alpha-Dihydroxy-5-cholestenoate",3-Hydroxyvaleric acid,3-Indoxyl sulphate,3-oxopalmitic acid,4-Hydroxybutyric acid (GHB),5a-Dihydrotestosterone sulfate,5-Hydroxy-DL-tryptophan,5-hydroxyisouric acid,Ac-Ala-OH,Aminoadipic acid,Androsterone sulfate,Arachidonic acid,Aspartylglucosamine,Bilirubin,Caproylglycine,Cortisone,D-(+)-Glucose,D(+)-Phenyllactic acid,Deoxycholic Acid,Deoxyguanosine diphosphate (dGDP),dl-3-Indolelactic acid,DL-Lactic Acid,DL-Tryptophan,D-Tyrosine,Glycochenodeoxycholic acid,Glycocholic acid,Gly-His,Hypoxanthin,Isocitric acid,L-(-)-Threonine,L-(+)-Alanine,Linoleamide,L-Phenylalanine,Malondialdehyde,Myristoleic acid,N-2-Acetyl-L-ornithine,N-Phenylacetylglutamine,Oleic Acid,Palmitic Acid,Palmitoleic acid,palmitoleoyl ethanolamide,Pseudouridine,Taurochenodeoxycholic Acid,Taurohyocholic acid,Testosterone sulfate,tyr-thr,Uric Acid,Urocanic acid,β-Estradiol
P18 (F387),CHD,490352.94347987,1001466.28337127,119668.77346488,187366.356890466,899977.279146796,4198416.25595584,1384886.07824157,6197083.31323439,184273.642059582,139056.901824625,371749.830880788,514879.89188081,217726.827999113,35842.484353486,6669668.56570168,156403.651903913,180738.930996344,1768893.10651324,238550.367504807,29740816.1337677,382830.805873943,867823.759744944,182380.299967667,501083.683346077,119404504.100391,24729150.1379346,18232562.2277473,3579684.08715962,1329219.18570235,1811674.42327113,447389.104158487,27547857.2024698,6056029.29722505,3898178.66431018,1341551.15614965,10608522.2596545,5739575.21117378,5422585.46797279,157751.084754792,2332478.58686639,66902172.5481454,62748702.7430416,22431886.3281599,563456.959035982,1105697.74378271,568231.181530743,456820.665850623,1334799.91600471,29721.0878003328,20938292.4584572,383545.413412884,68445.0558793437
P19 (F388),CHD,279110.515273016,330830.784203862,239634.373826188,109030.953457202,895389.626336964,3864575.11047973,843155.819044406,8238897.99747983,282000.563651469,125679.543929333,564658.806426496,417621.122225785,144985.718456101,119913.919335598,4063088.62974111,71653.8990550319,81371.521374902,739728.283857318,4947.79396990557,20407145.0744263,236362.042214701,479863.747371473,10882.1629137856,505366.214320027,131196049.902322,22633436.4204187,16779285.9496414,260591.316120509,148335.087004542,473158.878641527,500098.427259228,29849316.1704774,5007619.99633378,3918639.70421215,734145.893663819,9677250.72463793,4065005.8983058,9188849.82473685,189224.982045451,5374203.18068595,89872284.6317144,73108861.7028127,39945855.2840395,173368.797242392,867848.250827121,85061.555547982,70843.6166559143,387909.861550707,124269.798667853,26553132.7285325,593412.72014352,28575.9483669731
P20 (F389),CHD,84686.4912485175,300157.102157979,302454.547893317,45558.3939583029,1050249.98206181,1300934.87134768,872503.288041797,18072472.1060795,38607.7441444501,63583.5430971012,405451.382638299,334105.077991098,148842.738068555,13461.9405104012,5429505.71404348,82891.8608926336,67148.5105914295,1144827.84428157,14840.4965228833,30244337.7471036,299434.324200436,439474.105045946,4488.95550217453,344856.275539891,169377631.849155,16964787.9772895,13805095.989847,306196.33158968,406905.696886514,209442.592655333,405746.697159382,29830276.9921965,5355576.29973028,4083161.86349711,857042.274814968,6761746.51765624,5434895.86789711,1306179.28107828,72179.9224225347,1522816.83363717,46768680.16637,59654415.8624405,9026865.3070681,223018.372708192,822165.524965794,114369.353167856,237789.201664958,271666.564642829,49258.223741267,19431692.152449,604081.131583973,25037.5695564309
P21 (F390),CHD,992716.111561838,2303200.30059634,1899180.00358573,260708.094384454,1232313.9781457,7905185.61403021,930313.345322588,6332428.37968104,5857654.14446108,197625.881124629,712717.6234033,680572.065499325,411418.182968553,1706534.42263174,6469792.70703824,245016.379067418,218437.188663562,1420393.83250605,597221.465968411,27936723.4431146,419323.506345357,702881.492091282,120301.910875995,1182414.68233663,163704316.415324,40656388.5703662,23494825.1537253,3320847.45457143,2862180.08978156,760835.840416964,1058736.84308237,19150365.2780877,8134594.56949178,4721870.82993698,2210801.37668621,12775946.9379713,6078619.18261672,3687499.61206649,244037.250087939,3577359.99464479,73232553.6754672,74471889.5610032,22285849.4249278,631228.923187017,1721172.81320618,1050955.71934831,65164.33126339,25890428.625131,78424.1595466013,34168323.7623734,378437.494857073,213827.801299025
P22 (F391),CHD,1129631.1005416,1724569.53577599,930176.26309731,589191.500654532,2025998.75779104,17328187.0196823,337418.051906609,14174500.1474182,2813357.86040666,164671.318949865,997521.125608246,564367.955519984,361029.126163507,554409.220838361,10106168.8633803,230645.072086894,62929.6185768072,1553306.98151635,587943.054505248,30946701.0565049,615017.097265397,2927878.18791512,116380.168909588,1766515.24826922,209199211.205476,56790384.0115854,36030876.997964,4489738.35521625,3921011.00926075,2373645.71720806,7376742.03132617,21221556.9025199,10858521.0629491,5616430.47120631,1879657.01050598,14547967.4194381,5591543.38286749,7520260.1187335,383859.950407478,4739330.58117021,109185111.503197,88867438.3514022,33795828.4930059,819001.152888127,2151218.43257608,2521318.67747335,208907.104502963,7156106.93600205,80511.783511779,46110906.6553906,1523583.33509252,468348.977655816
P23 (F392),CHD,467898.74241478,4178457.12160491,1273771.0244826,747812.32777716,2006849.66510429,10296291.1604694,1527852.65472224,22403700.8334422,1238282.10229405,429910.040649945,672208.378535103,803497.511447466,332746.910194316,463358.08568003,19504682.0780487,228510.622932141,193830.395777989,1011063.79951593,430895.098749471,31092102.6331055,676034.289453299,1344090.94176222,100612.946495529,1124670.06748454,202459904.94385,46172811.5045454,27810865.535773,3536716.44157779,1872278.57392148,429321.654438916,1724446.49100539,32759174.0097611,6254836.07373785,5393096.31268348,2041441.39340082,14730468.4093329,6531490.36613321,18015122.1487997,351416.831677581,3532272.94376896,124624626.347869,94553647.3645443,81127950.0358451,1014081.52109584,1657227.18499207,545481.028052653,251897.349688203,6796201.83962568,169804.483432834,35353868.0406685,430922.987063796,279267.339710165
P24 (F393),CHD,871240.246220825,9427197.10384316,978482.55924839,1374129.0653244,2211727.70713568,9997599.90003977,974200.252659103,16723609.0351505,1694622.51184654,352108.067242264,701065.462348776,835195.637014253,302791.287465951,570805.325580992,27809620.4963001,309976.458344028,315221.300607726,935978.460834661,537920.96386516,45560381.5608803,609599.436477536,1107886.14064423,361428.396634102,1821590.4911306,168962696.121635,75555951.6493675,27712960.316704,1639809.54791523,569396.778087429,1619394.91478204,1228782.1793493,29694462.9097071,6315460.82408156,3479598.82828847,2897505.37692042,16124676.2008977,9065351.54809372,11018795.6768142,96041.6202690701,4927423.33582784,122391801.758137,98839893.1374746,78608405.6630105,287375.0650009,1625127.37854901,701082.667971462,1297667.45983094,22594009.7998565,240929.47658898,35075763.7515843,355896.132314305,146025.417847008
P25 (F394),CHD,83183.186429242,736590.971676174,1427419.3286322,389049.166122832,1006372.42531999,1425731.49591193,1169674.32915716,14406358.07525,3217950.68665071,105177.243150909,253439.047182776,401230.380576261,210262.846262469,843022.382861936,23505935.7447568,116849.22283635,169672.576641582,1258038.1683025,218695.093484098,23796999.1610736,212001.83816237,531672.615974409,408252.112508777,419795.719854276,130093085.25437,26315353.027891,12903282.7054363,209568.683153559,258637.985190033,481112.444861196,1933277.82059493,37945990.2342638,4581980.39614222,2570552.25684993,1312810.80578058,6546167.27622158,4692707.41019517,9735757.11199295,88814.7908446145,1423839.50641604,129905152.953757,99297248.6358613,83122845.9884051,851950.816803778,1323450.89268916,44456.1126414576,14846.7811987197,11222196.7064487,53055.9224745451,15370468.6682263,1050685.08877341,95813.4741999464
P26 (F396),CHD,74191.102694967,845968.092162584,394940.437617329,368203.692211838,696229.280440463,2667211.17439443,928717.528653435,8422781.80234907,2632772.94461332,98145.8849707961,262168.208098152,296388.514181259,79952.141523318,555767.665049195,5419829.22093349,150116.989871794,65130.6796419681,1325412.76241048,323220.384056075,34530002.6164634,228426.375749296,996791.938564032,89321.6831877872,429584.259835354,157912214.056011,26151665.3251351,14155673.7392248,1015538.24902539,616687.719468648,561039.465201372,3092160.00925297,28700891.3269499,6178150.33107406,4488927.76393888,1115129.84510001,7462799.61998278,6113154.67885198,5169464.29611092,61739.7410596298,1763995.03475136,74474628.2916867,85137625.8430646,21203594.0255399,136744.122861132,551473.238622301,173649.962017619,40295.1464051385,7127707.54674976,41248.0183242236,16146035.8818213,1761015.93249628,245501.868643168
P27 (F397),CHD,343597.403281076,358630.173387293,654472.527327706,212031.884130476,2643813.82179115,2039147.37484448,883335.068755142,32877514.7923166,361582.728571822,59349.8571581444,560734.595701322,585498.234591978,282763.576692788,113292.132104138,17809882.2574506,255813.087714666,135675.59095854,765951.950089685,16440.3051034336,64542478.8883645,321567.09373598,116547.393914537,171959.392005076,232877.178105997,221025734.946466,13615108.4502413,15552991.3786501,547229.954990723,146992.516208229,435784.168262789,597406.765686375,64070674.6672121,6125278.26744852,4123843.54608757,1218922.54036525,8266995.54036591,9020468.15233904,16897418.9983149,139700.824121754,1625107.12252596,152853775.646202,101739512.527573,172344991.074748,133694.27050282,1208181.98451289,727211.163127008,87635.3215460702,570221.46821523,20015.8021510852,29657727.4601404,800446.028267507,34900.6927230658
P28 (F398),CHD,3527.88634120925,805710.53385507,404638.030748528,285050.86938541,667397.738553152,1446699.01833353,282203.089286509,8603199.38049529,167808.77313743,103639.504225107,313821.751386329,362644.124138476,116717.396743088,70358.1208383116,7616354.51020336,77476.7769911383,132192.966723104,654962.911102355,98275.8886881935,20101807.0841902,160513.515902759,1289749.39999267,26757.7746537715,307479.02481718,144990170.836528,19219323.3375662,10476851.0447216,1171965.93709512,519921.994248355,446032.711394754,2601181.23869483,34741849.416301,3916736.25796776,2499409.35368358,891646.55745656,5589625.92394175,4271270.68521517,7251930.54455557,65034.0246030282,634095.326163656,117060262.690568,98892137.269448,43817333.8318452,137934.877745981,779623.176103583,216081.193512316,150973.673931333,1483890.91795458,39088.9815511659,15943279.455908,1384193.85930317,37300.5646305287
P29 (F399),CHD,293304.377483645,1383782.23123482,264868.859657704,215844.283575195,767650.990075901,2188354.86510301,1209405.16207017,7522723.74766969,952498.851418319,128146.433262084,309531.869547917,463304.554970601,150056.026240937,256969.629272757,8954574.8428233,130826.623340356,168122.154153231,578839.217538601,178574.044817887,31261231.8774684,211964.259621617,1114280.2150924,20912.4933636699,450559.413189156,132100914.120456,23579063.0055599,11955538.7004061,245213.973342024,157692.506857093,262716.748051209,1321279.94293404,54934243.9729822,4375497.50887201,3862505.69097316,1290725.44642135,6782406.89760842,5845655.42435916,4916974.9435132,89034.1268683101,2097322.36552636,82756340.1819932,85278645.2748554,24237184.9995656,241898.085201351,858848.593869917,35894.8061554846,18239.4931543177,6454886.06646512,83208.5945365416,17239673.7660108,872476.897067967,76904.9330256938
P30 (F400),CHD,649789.987945921,7150848.69547217,1220954.2194927,615658.737356834,997789.218456437,4765984.88970913,891411.778883738,11051916.7112273,1916472.77351903,185898.837286035,598038.08525944,650389.98093412,283166.59514215,623123.224723502,16616247.8090063,203216.335826241,191144.198837154,782156.511980355,395597.1472603,37344278.0988208,324601.655361164,1599934.15636569,305655.326489335,801583.39891682,151262650.790167,46428391.7934129,16585901.4691387,1140854.11965729,1729437.7216388,1086779.02047054,819171.209328986,36597130.4746442,5763830.1809303,3185359.97628071,1960363.09910881,9239854.46928034,7173443.39888019,10610257.4337074,91467.1019657558,3454672.69059602,117178594.937234,94259470.8703574,85737505.8995517,522856.227842835,1429961.00040219,309882.987049295,113633.62994824,21771955.1366983,55141.7464262147,30754923.4127732,728166.265635141,149100.27164076
P31 (F401),CHD,182597.786170935,683802.956022769,1203054.73986072,209889.947601858,892763.55625699,4799967.69551579,1098187.89917771,10785592.0152519,1830428.9169676,210475.586994033,368609.183014606,443051.121031016,245289.783504114,464002.123746969,20827122.0115908,196810.330242423,178378.533206814,605884.87971432,282820.997126607,32035391.2175214,231067.893574329,1129260.93087642,100465.056139928,749465.55715967,116998610.790095,38666123.9076279,17308868.117869,742435.674151785,142912.87587732,371876.968339101,615267.753294809,19249057.7995784,7549743.23936159,3026614.78030436,1428989.83028278,8212021.27232534,6406892.53415844,23120654.3281525,174846.671963306,1598516.71961772,137493511.332056,99907237.323012,102497364.778835,307409.717054425,989304.464350135,336866.441764538,76477.1546925631,5714135.71876651,139062.666375611,22281944.8555744,2010904.93025063,115256.758899527
P32 (F402),CHD,904244.870073661,954027.00344726,613125.777955357,283158.425968525,1388543.63574262,5815699.9186186,1126879.56947962,9475851.95239763,1101898.236084,148938.895995759,426060.09704065,537496.622233318,222465.278489747,336225.914864089,7435859.35623946,219406.559962452,96300.8046770136,708809.950638465,242782.445264611,27712021.9973029,1366647.93867748,1508139.11458819,118331.564769832,864630.159366918,113103590.040223,47624038.1143395,42391374.2104855,4437280.08232265,1419555.85592857,1155421.99378988,3083772.01521539,29340972.5159249,8398252.60500929,3695140.47297626,1786289.58150631,12481903.8854398,5753493.28923488,10346800.6366522,133670.565836857,4282760.43676952,113185390.298068,98457714.7113122,43724067.1680532,120628.364661389,1560495.55592227,1132536.60817043,66187.8806968897,2638477.22010592,59703.1642607904,25993579.2287194,2604430.40997955,102576.594531197
P33 (F403),CHD,52498.0827287826,1282210.0960233,429829.57106887,162197.052250202,666986.89189616,1253767.75712154,1025599.56160741,10600078.9669568,415829.841706668,88499.4027636948,224331.907485425,302801.816435174,110130.585556027,148915.44116077,4955507.86113535,75569.8525259507,67019.9171832219,238763.079856684,108075.972613871,18854147.8816574,314814.033986547,23898.7805211756,146948.857092774,607711.024930625,107308927.169199,16551954.0662132,16722257.4645445,1152969.1588516,301601.472982905,395410.822995141,458597.952510367,47316419.242984,4931687.47675529,2849857.01857191,449259.246855015,7249727.66414503,3572364.81937206,6312821.09495271,52526.5595804951,934350.665125084,97302450.847873,84763537.928449,42894100.4026693,22618.8376710096,604679.256588941,289118.358066515,7586.96585921331,6094061.98512438,67858.0006876787,13804060.9420422,5011770.14151719,63163.7871654093
P34(F369),CHD,208677.783297661,1366270.48674356,711830.138615475,61434.1862799777,1046898.04460817,12231030.5385443,757141.903275434,7653315.67004271,554485.093758845,235556.830133466,635523.5631716,123463.490398821,74375.3149206562,176970.021160806,1810116.27835989,84129.9788135369,226475.118369169,2062666.46760266,212747.906885371,37092484.9041593,506276.88171976,553655.907171388,242314.881288395,1098160.05836015,159108278.476406,30320463.9957417,13096647.4766391,1631997.33044586,926018.439476443,327914.835028765,281751.108529828,40535597.8618116,5314653.95461559,2707650.18696737,988913.249844556,13057029.8667368,6892298.20169598,731446.027441761,82450.0108693317,6255593.2839501,28444650.4298024,38348974.5118312,1804973.7516424,112429.585948341,1175615.03882057,588269.667990743,74375.5411836799,4380358.22672599,76030.6910110558,31645872.9307917,1176120.36792174,224675.254147268
P35 (F404),CHD,230788.508451798,548611.611904181,571671.623020705,158534.380978848,706759.263331524,5863725.98928408,1021010.31593779,4342239.71137764,1855187.3247929,153976.091437281,358979.660684601,641195.899489806,227633.365048178,454667.565562932,5639662.56923088,251320.766070046,62581.7797657512,409304.954242559,197424.485812455,34824554.8872764,468695.471722296,2204165.701966,262785.511492485,710478.558512026,140604308.440625,31484086.4277107,18610993.5805863,1785833.90444721,1249356.6737638,349808.165597693,2186397.75003995,60185549.9483192,6033131.4567505,4339185.15983011,1623796.64973786,14170426.177981,6914836.54531621,1113638.62819875,239632.163358737,3637845.20942616,65676759.5248897,68268205.3548915,8915672.38823551,207150.985650287,1115995.11092339,305562.185846064,81749.1910581728,2016487.42423268,28875.4066604379,20920338.7528113,2351380.83631677,82016.3735900886
P36 (F405),CHD,757597.15735594,3475496.35020856,887302.283462604,270262.836590621,738360.738917756,1913848.57780627,1109093.93187876,16842537.6150342,968907.196433575,80552.9372127226,362865.209617249,559170.116410192,223644.647987413,135241.78323405,16822065.0822599,112709.11899327,86045.1687442539,421985.16492854,215689.299815935,19497281.8885232,318335.901196733,532176.173282024,120914.505361228,292362.625386989,256130656.389894,17283179.6297832,11438645.5813765,2020405.64412468,1710359.50264313,1531467.94128898,4536147.78149569,59296293.1047225,3492638.62385033,2346108.10577308,1041602.59498702,9378867.16102917,3398450.62782329,23408555.0598062,131830.822719942,1480672.90103825,128106154.151452,99483212.1605005,135422658.386275,78747.2484180818,1082224.39705438,764981.71648145,126857.074759095,7910802.32956204,34489.1336207684,22388221.2273831,1947721.68721141,207833.712097812
P37 (F406),CHD,514285.072056176,2904536.16532975,579924.657897034,277278.337621639,1114162.85989692,5433144.190032,999805.002568942,10335776.763326,698985.274127161,87425.7272951656,429644.794992655,734876.897644147,251400.631313285,219403.286778302,11386043.4934859,215687.533460214,241489.484814503,350975.28244263,177410.112344705,39373919.7793908,594618.558342384,478635.707835685,158999.34091535,880399.424665477,161575684.069899,26757894.8371685,12676837.3946981,2730924.06290589,1689493.8381899,679257.874473593,499619.008802698,74278315.6776894,6200763.80691049,3117025.37068648,1484605.69195194,7302636.00138434,7041147.74046572,5806402.99559627,154584.820030566,1334094.28815723,102798302.156516,84846787.1091954,52381265.2410582,456293.921798199,1363612.06772203,939547.7354417,243137.011288169,4997880.94089983,46970.6203054017,22969653.8791026,2972977.16901412,106252.355979192
P38 (F407),CHD,350037.985304568,2093482.37057737,441008.050554113,405810.073874021,981085.881191849,4317404.4746358,1180107.71881129,20597260.6918343,1542734.9885304,113871.535326281,420594.911976173,485546.257303842,246540.35066679,483739.76240769,14997710.2617131,154019.128457853,103319.6829945,575617.207511442,210892.836432612,21402936.2461402,285319.638791412,458098.141534817,109947.411087901,540361.440633308,146656616.722899,21559552.1770557,15313803.4799905,853334.508616286,801271.505945013,548073.018985791,2947290.6489735,22605923.0142613,8832515.11417703,2099352.23797566,981439.349177652,8299476.9683392,4427713.45655748,19842618.6975702,79411.2494780603,4023240.91654168,141293918.849616,113455054.717477,136053588.591543,309703.880586605,1118976.50571605,159762.612372829,73365.339739367,16359477.6375989,94236.6122321616,25040653.1445984,2613267.70591115,250794.791969326
P39 (F408),CHD,168621.967184652,1881016.04411356,1331468.16760941,237910.618617094,1434831.3558115,1429288.79544086,911553.444244261,32751678.947089,206837.574979149,89038.3566090918,554155.726812723,626754.202779794,231488.851466939,46747.9745086521,41853483.002609,192769.296019633,231442.168470836,636259.867750485,30898.6208450737,37019884.8428044,497676.82013188,15350.3454386717,206463.016996356,439290.221369267,182366695.561802,23637894.1161608,17657641.3061443,652322.665033045,210330.777277786,159332.525381756,933265.776418554,77563558.6558767,5688572.28102549,4271560.8271362,1127839.75365734,14527538.3187318,6139606.30045708,27787982.5839832,156150.310793309,799375.12869213,177553011.499837,114701787.508648,239255445.963902,585225.303164974,1202421.72227236,521917.539716418,3733.4935317112,1283032.17918761,54989.3513512037,32025540.5043993,882869.260188418,58660.6856254083
P40 (F409),CHD,19095.4938917746,638754.455061293,433555.961535476,250883.441658854,685545.421750145,1198455.47479944,935521.348657158,13238434.9323157,840336.734356393,102700.423896645,275399.955764359,330280.462148431,109896.471762923,293210.021938231,8666101.5105466,71687.1739310836,89855.4469251628,299514.606593736,110302.633254025,19452762.9193143,224420.084569937,45558.1984994277,94675.3910013944,566885.705681963,110590315.689191,19020863.5286847,10454180.7582757,336911.036795392,96743.2749137356,396337.659061401,412303.531401459,54186719.4149669,4290763.34357464,3142668.6625876,593012.508246001,5762685.35644142,3892161.3946908,5127716.4037559,86135.1631726637,1462197.16723754,92035129.9725986,79552684.2824519,28940544.298523,112303.008805023,511872.878554432,250787.869368594,20460.3939923042,4512797.29710126,34567.7648682473,15809889.9467489,5853821.8986812,47285.8976319754
P41 (F410),CHD,92297.569769989,905003.78118863,1319218.28072306,178762.246308615,1014413.9234388,6784852.68068912,1196144.76687392,5924436.81825807,226119.255230842,120033.293779769,246427.443720731,603812.141141347,229372.234462656,40061.7629728556,7363473.72694637,237094.518005959,94341.4888669204,1291139.20232329,149416.97902631,39867392.5617633,224850.009646573,726122.640812765,347398.43811317,521399.66577766,159124201.970863,26918828.2681043,15120790.077876,3746791.69960665,1605342.30587979,526540.795231154,1472744.97846358,73882530.8594713,5344302.95523306,4685622.3426518,1167113.61398096,6039604.54886489,7579348.80675216,2466210.67904939,255917.071984073,1027676.64187458,84236035.9689196,79687912.0673658,14590695.7132472,354734.824168679,1220232.26215939,907143.122915935,213575.255951142,928098.573868045,19693.6649392381,14809508.2542617,1065272.64705938,41017.5910910331
P42 (F411),CHD,158564.280324639,1083112.63884978,1155891.21846274,397401.17212426,4456333.26719057,8136790.31553472,258907.707837009,48541609.5322049,3124325.92751296,144826.918989628,762154.490068114,846593.256663502,435738.951822473,583628.478865047,11945118.1296129,313072.707023371,167811.137186674,1381814.4220235,294033.17933655,36455800.1202721,688000.286991631,120779.006646483,176227.12977207,1195924.64539065,156576715.574028,38272198.3944826,20435056.2230301,791300.517776116,866146.481427636,707535.193769005,1221500.6853353,44848785.278906,9451515.19529128,3232343.32281129,1906161.56914652,16331239.3823891,6020839.2719677,22676226.4338014,163271.496608186,2279064.82182847,136137615.937058,106155494.190854,169181778.320898,853003.141598479,1650069.39501262,757117.305164438,132999.43814037,6678546.17693611,104216.73262741,39080874.5770437,388548.737811715,123869.420739794
P43 (F412),CHD,425618.992566404,4019949.22305672,1131888.08182109,657514.485552601,2038049.99583687,10325615.1127374,1196571.44384986,18009152.9475952,590191.519410526,274013.819640516,699495.156701311,1123516.05063014,408705.754889366,232695.541863427,12884237.4111328,366809.003597659,160761.397008227,532258.818431745,350117.022239086,42484894.3991723,680281.12459884,121098.755108651,217005.958239085,1099948.01601611,169882978.675348,54033250.5530268,32200136.5669112,2013485.15925678,475228.309217227,319759.436952357,1220898.00092427,65679660.4764045,9754497.70766359,3111932.41181737,1744468.39521883,16004201.7097718,8022325.85356324,15114265.8401351,87708.2410857342,4705634.61694706,116480508.560821,94549611.026865,102159008.322824,940042.26326691,1933708.98471563,757733.501467378,136544.485851717,8261781.64958391,179208.203236977,38727020.5195913,1178222.55259391,161922.029247097
P44 (F413),CHD,12822.5365839634,1655440.48177651,471878.041295898,450883.780357328,1252448.94364007,1165823.06366946,1188398.13506084,11942898.96913,2359912.76996468,522172.682964166,360121.146109729,731545.941176362,243613.586108448,556555.503204332,11616084.3487358,256519.468145135,42071.8971895935,808799.602624482,186740.485531667,37544024.0307102,608462.086466187,623670.909906576,148415.013606947,869550.342507696,126049135.776334,41839337.3544936,19686507.8040744,1992630.21515799,2039190.44062884,1161641.64822068,1433663.19271516,62524123.6569749,4059030.56068622,3393149.24766336,1276624.19994092,14757370.49907,7629937.81751938,3290821.48208983,481956.347286546,815140.554540984,109849579.515175,94570431.6326921,25078686.1638925,657279.124989529,1300472.64284619,708119.586769828,221875.525594459,11188132.0550789,129632.635761962,21187873.1030823,500243.501590003,139028.394698427
P45 (F414),CHD,111892.56684662,1951988.30477579,1020497.6831906,254498.120409945,1655057.43563965,8219574.77340031,1123879.99603555,15965772.835999,227918.220178917,217681.362768091,642742.198394451,822973.478266607,314950.773296891,89086.8980582736,11963477.2357582,334569.860842831,49604.0791033651,554436.110544068,165449.27862599,41092858.3479827,306234.430183164,1656652.99067482,225989.932024747,1042129.25356217,163166133.879539,37254537.8112559,27818957.1265173,1498233.48684771,710794.868759421,329715.170895613,1057513.33675177,26755989.4284976,6405745.32939475,3178444.46918469,1476114.19015749,13262550.3357395,6773640.02341232,14304801.0803798,231323.520801646,2837822.38315906,120432280.093248,105514316.376921,60912569.904887,830112.590367864,1625573.99836878,192519.855233599,160922.683318331,2654277.49589736,97360.6067257357,33990314.2523457,972943.407119851,57232.9729105454
P46_00 (F415),CHD,170378.993412899,1706345.66138141,899069.579186814,366746.133453981,893165.819001575,4272319.48788818,1030737.61981804,5779951.69083329,330749.64540318,223291.180274521,626539.347820301,625264.728184464,294309.975514577,97018.7871262243,9872212.42817785,263246.274749758,128068.662136125,690313.775743731,144481.303602377,42264687.6684323,346954.172279695,2353391.47650286,293873.106785522,649874.9009257,140532667.355498,34108398.8670334,16398230.6286996,1977177.55718423,832148.634486259,267398.663669781,650974.453445338,80449304.9238885,5526499.50538925,3133265.23270869,1562088.45638668,9166635.6824782,7510852.39741926,4032269.68705893,566439.556137849,1855477.44786676,110475548.642193,90732065.9208556,27715584.6542988,1001339.95804543,1535890.57178997,533823.894235821,182220.891129959,1717003.8521124,217229.230906974,31301371.0371602,975893.037987751,35125.9542798457
P47 (F417),CHD,11066.0986917835,1909391.24284097,2250842.2495238,444306.867908081,1372250.69500208,2923825.78744996,1179623.08426335,15488374.5856346,6076433.86136215,257768.185188135,615996.029821353,680072.144876187,249383.118710831,1038076.12552007,14446018.6362774,363893.953450451,99012.2560701427,988086.649095057,203818.939205705,42755514.6710253,418896.785082653,646938.571483678,553955.296159912,1040033.69912643,169575540.84833,49254600.7769729,24949615.0745857,1537445.22536717,865486.410289981,650297.044649227,872163.248252595,73017132.6648214,5678787.72692137,3624022.40886204,1348455.3935782,14045292.0286178,8391832.73784108,4002676.88870201,178331.518135394,1056588.41779413,108102734.972492,104943396.24693,35338209.6131345,3052628.87311948,1406434.7915184,420848.828439528,95677.6167297138,4503150.38375657,285515.26337555,35274638.1536352,305861.420824396,89119.6973309264
P48 (F418),CHD,464343.837263288,883434.825521849,2077721.77549684,157170.14927283,1184342.64623606,7637139.52080914,1230764.46506336,8763780.93451393,4116740.96731595,222632.197960067,507579.031590009,647849.753416082,242532.370339398,1052153.74790711,15482034.0392041,257286.350979815,335626.452400909,957181.841601678,132491.661642315,32804493.8964937,869793.359547654,307136.560421935,156769.998646385,568672.871756309,165292521.010874,35225853.1251057,29441980.0969727,2390388.45463708,646244.066822005,1014053.32904604,384691.44887065,79316909.6943144,6604341.95674006,3813252.03488444,1427820.58846833,22924374.7902534,5850953.0863479,12707483.1844639,238573.549565006,4366360.13180849,128913479.344036,105705700.889848,77388527.7542693,1483387.23152596,1529522.73566556,630739.729060586,19813.8166925861,5638115.4538409,48483.899467944,28922368.2508725,535265.912592949,68624.8403905283
P49_00 (F419),CHD,105231.599551015,931209.134706246,911176.19825016,313091.419802639,1216587.39836842,5249400.02107909,1108725.8700585,13632191.0328866,2674199.36428116,127198.637329581,608521.038152851,682552.273826161,229223.124808962,705291.800593668,15941171.8313324,263387.618383215,22082.9740302635,1396915.05433699,308821.982714953,32434224.2503201,401706.469942892,505496.206220421,104814.588026992,798077.275415035,156394952.47951,29177552.1998671,16206400.6268591,1968074.06555739,1855427.0951536,471136.634226413,494912.051367626,72193670.7348493,9224904.67718147,4040807.72230048,1386889.68938799,10935628.3104167,5287471.54694097,16046419.1715992,106304.350719984,746428.701462938,115754461.07341,101230742.957181,81521733.4831402,166660.498625975,1283184.91794454,1190352.75991753,39752.7203661099,5406021.50235909,71810.0820012007,32974750.5471399,582462.510129608,134423.378746676
P50 (F421),CHD,40089.8033252848,608656.201885041,724493.201588113,201944.140767103,1654987.87146179,21334307.5428995,950718.614918977,7564256.66946488,320996.423502069,364929.002836607,479632.193461641,937089.945501845,348259.178376465,135255.821926249,9387214.77465781,267228.275874425,114284.238645477,1485844.83396412,267065.675182552,32176462.2276112,456700.510633018,923984.747304979,232838.75234312,2202600.95319576,164959443.421793,63373642.3491792,15374090.9292826,972954.357455328,481928.204899166,727835.449489993,832084.554664707,44114022.0687712,5839885.05638333,4053881.21242205,2452144.84454775,11125778.3568147,6114142.39383078,917587.764159131,482368.781495534,6863722.62423693,38804249.9832952,62634284.4740101,5994922.52207093,389406.437938425,1936603.97928647,114168.521582275,184825.185328922,840486.040946406,51062.4409712516,26059746.0698903,371538.037438763,66570.2950404791
